Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
39,0,High,Children or Armed Forces,48,Personal Services (except Private Household),Craft & Repair,White, All other,Divorced,Householder,Native,US,North America,US,Single
0,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
30,1,High,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
8,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
56,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Householder,Native,US,US,US,Nonfiler
39,1,College,Children or Armed Forces,40,Education,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
62,0,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Farming & Forestry & Fishing,White, All other,Married,Householder,Foreign-born (Non-US Citizen),Europe,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
16,0,High Freshman,Children or Armed Forces,0,Retail,Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
7,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
31,0,High,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,0,High,Children or Armed Forces,52,Public Administration,Protective Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
25,0,High,Full-Time,52,Retail,Craft & Repair,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single
21,1,High,Full-Time,24,Retail,Services,Black, All other,Single,Other relative of householder,Native,US,US,US,Single
42,1,High,Children or Armed Forces,32,Social Services,Professional,Other, Puerto Rican,Married,Spouse of householder,Native (Born in Puerto Rico or US Outlying),North America,North America,North America,Nonfiler
36,1,College,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,High,Children or Armed Forces,52,Wholesale,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
14,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
34,0,Associates degree (Vocational),Part-Time (Usually Part-Time),52,Retail,Sales,Asian/Pacific, All other,Single,Child 18 or older,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Single
32,0,College,Full-Time,52,Utilities & Sanitary,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Single
40,0,High,Children or Armed Forces,40,Business & Repair,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,1,Associates degree (Vocational),Children or Armed Forces,52,Medical (except Hospitals),Technicians & Support,Black, All other,Widowed,Householder,Native,US,US,US,Head of Household (HOH)
34,1,College,Full-Time,52,Public Administration,Management,White, All other,Married,Spouse of householder,Native,US,US,North America,Married Filling Jointly both under 65 (MFJ)
39,1,High,Full-Time,52,Personal Services (except Private Household),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Spouse of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
43,1,Bachelors degree,Children or Armed Forces,52,Education,Professional,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
55,0,College,Full-Time,46,Manufacturing (Durable),Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
70,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
34,1,College,Full-Time,52,Retail,Sales,White, Mexican-American,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
41,0,High Freshman,Full-Time,52,Transportation,Transportation,Other, Other Spanish,Married,Householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
40,0,High,Full-Time,29,Agriculture,Craft & Repair,White, All other,Widowed,Child 18 or older,Native,US,US,US,Head of Household (HOH)
62,0,Doctorate degree,Children or Armed Forces,52,Manufacturing (Durable),Professional,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
21,0,College,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),Asian/Pacific, All other,Single,Child 18 or older,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Single
28,0,College,Full-Time,26,Business & Repair,Services,White, Puerto Rican,Married,Householder,Native (Born in Puerto Rico or US Outlying),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
63,1,Masters degree,Full-Time,52,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
2,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Central or South American,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
6,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Asian/Pacific, All other,Single,Child under 18 never married,Native,US,Asia,Asia,Nonfiler
30,1,Associates degree (Academic),Full-Time,52,Wholesale,Admin Support (include Clerical),White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
46,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,Bachelors degree,Full-Time,52,Business & Repair,Management,White, All other,Single,Householder,Native,US,US,US,Single
26,1,Bachelors degree,Children or Armed Forces,52,Social Services,Professional,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
65,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single
39,1,High,Children or Armed Forces,52,Transportation,Management,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Head of Household (HOH)
45,1,High,Children or Armed Forces,52,Retail,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,1,High,Children or Armed Forces,44,Manufacturing (Durable),Services,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
52,0,Bachelors degree,Full-Time,3,Personal Services (except Private Household),Services,Asian/Pacific, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
25,1,Bachelors degree,Full-Time,52,Finance Insurance & Real Estate,Management,White, All other,Single,Child 18 or older,Native,US,US,US,Single
26,0,High,Choice Part-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
54,1,High,Children or Armed Forces,32,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,High,Full-Time,52,Construction,Craft & Repair,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
31,0,High,Children or Armed Forces,8,Construction,Craft & Repair,White, All other,Single,Householder,Foreign-born (Non-US Citizen),Europe,Europe,Europe,Single
45,0,High,Children or Armed Forces,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single
35,1,High,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
42,1,Associates degree (Academic),Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
51,0,High,Full-Time,52,Business & Repair,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,1,High,Full-Time,52,Retail,Sales,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
30,1,High,Full-Time,52,Communications,Management,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, Puerto Rican,Single,Other relative of householder,Native (Born in Puerto Rico or US Outlying),North America,North America,North America,Nonfiler
8,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Native American/Aleut/Eskimo, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
62,1,High,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single
18,0,College,Children or Armed Forces,0,Not in universe or children,Unknown,Other, Central or South American,Single,Other relative of householder,Native,US,South America,South America,Nonfiler
37,0,High,Full-Time,48,Communications,Technicians & Support,White, All other,Divorced,Householder,Native,US,North America,US,Single
58,1,Associates degree (Vocational),Children or Armed Forces,12,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,0,High,Full-Time,52,Medical (except Hospitals),Machine Operators & Inspectors,Black, All other,Single,Householder,Native,US,US,US,Single
62,1,Middle (7-8),Children or Armed Forces,30,Entertainment,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
29,1,College,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,High,Children or Armed Forces,22,Retail,Sales,White, All other,Separated,Child 18 or older,Native,US,US,US,Head of Household (HOH)
24,1,College,Children or Armed Forces,52,Other professional services,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
66,0,College,Not Working,0,Not in universe or children,Unknown,White, All other,Divorced,Householder,Native,US,US,US,Single
24,1,High,Full-Time,50,Social Services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,1,Associates degree (Vocational),Children or Armed Forces,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,1,College,Full-Time,32,Retail,Services,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
24,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
57,1,High,Children or Armed Forces,52,Education,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
63,0,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
86,0,Elementary(1-6),Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Nonfiler
25,0,College,Full-Time,52,Wholesale,Management,Black, All other,Single,Householder,Native,US,US,US,Single
17,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
22,0,High,Children or Armed Forces,6,Business & Repair,Transportation,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
19,0,High,Children or Armed Forces,45,Construction,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
51,0,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,0,High,Full-Time,52,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
34,1,High,Full-Time,49,Manufacturing (Durable),Machine Operators & Inspectors,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
