ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Income
TRAIN_02568,33,0,,Full-Time,52,Construction,Management,White, All other,Married,Householder,Native,US,Unknown,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02569,20,0,,Children or Armed Forces,32,Personal Services (except Private Household),Services,White, Central or South American,Single,Child 18 or older,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Single,0
TRAIN_02570,32,0,High,Children or Armed Forces,20,Wholesale,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_02572,39,1,,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Unknown,Unknown,Unknown,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_02575,33,1,,Children or Armed Forces,20,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,Unknown,US,Married Filling Jointly both under 65 (MFJ),425
TRAIN_02577,36,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,800
TRAIN_02578,32,0,High,Children or Armed Forces,52,Retail,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02580,66,1,,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler,0
TRAIN_02581,30,0,High,Children or Armed Forces,50,Business & Repair,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,1700
TRAIN_02582,20,0,High,Children or Armed Forces,40,Manufacturing (Durable),Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,575
TRAIN_02584,33,0,High,Children or Armed Forces,52,Transportation,Craft & Repair,White, Mexican-American,Divorced,Householder,Native,US,Mexico,Mexico,Head of Household (HOH),1700
TRAIN_02585,41,1,,Full-Time,52,Public Administration,Professional,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),850
TRAIN_02587,58,0,Elementary(1-6),Children or Armed Forces,52,Retail,Services,White, Cuban,Married,Householder,Foreign-born (Naturalized US Citizen),Cuba,Cuba,Cuba,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02588,39,0,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_02589,52,0,,Children or Armed Forces,52,Other professional services,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02590,46,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Widowed,Householder,Native,US,US,US,Single,1200
TRAIN_02591,28,0,,Full-Time,40,Business & Repair,Admin Support (include Clerical),White, All other,Single,Householder,Foreign-born (Non-US Citizen),Poland,Poland,Poland,Single,1600
TRAIN_02592,31,1,,Choice Part-Time,52,Retail,Admin Support (include Clerical),Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),600
TRAIN_02593,56,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02594,21,1,High,Full-Time,3,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),570
TRAIN_02595,33,0,High,Children or Armed Forces,52,Retail,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,1550
TRAIN_02597,34,1,High,Full-Time,27,Agriculture,Farming & Forestry & Fishing,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02598,25,0,,Full-Time,52,Retail,Management,White, Mexican (Mexicano),Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02599,24,0,,Children or Armed Forces,52,Business & Repair,Handlers/Cleaners,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_02600,45,1,,Full-Time,52,Medical (except Hospitals),Services,White, Other Spanish,Married,Spouse of householder,Foreign-born (Non-US Citizen),Dominican-Republic,Dominican-Republic,Dominican-Republic,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02602,24,1,,Full-Time,50,Hospitals,Professional,White, All other,Single,Householder,Native,US,US,US,Single,1450
TRAIN_02603,35,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Married (Spouse Absent),Householder,Native,US,US,US,Nonfiler,0
TRAIN_02604,50,0,,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02605,72,1,High,Full-Time,52,Public Administration,Management,White, All other,Widowed,Other relative of householder,Native,US,US,US,Single,750
TRAIN_02607,19,1,,Full-Time,45,Education,Admin Support (include Clerical),White, All other,Single,Group Quarters- Secondary individual,Native,US,US,US,Single,425
TRAIN_02608,25,0,High,Choice Part-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,1600
TRAIN_02609,40,1,High,Children or Armed Forces,24,Finance Insurance & Real Estate,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_02610,29,0,,Children or Armed Forces,52,Communications,Professional,White, All other,Single,Child 18 or older,Native,US,US,US,Single,525
TRAIN_02611,18,1,,Children or Armed Forces,52,Retail,Services,White, Mexican (Mexicano),Single,Child 18 or older,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Single,500
TRAIN_02612,47,0,High,Full-Time,24,Construction,Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,1125
TRAIN_02613,23,0,High,Full-Time,43,Utilities & Sanitary,Handlers/Cleaners,Black, All other,Single,Child 18 or older,Native,US,US,US,Single,600
TRAIN_02614,27,0,High,Full-Time,50,Personal Services (except Private Household),Machine Operators & Inspectors,White, Central or South American,Separated,Other relative of householder,Foreign-born (Non-US Citizen),Unknown,Unknown,Unknown,Single,750
TRAIN_02615,52,1,High,Full-Time,52,Utilities & Sanitary,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02616,36,0,High,Children or Armed Forces,48,Manufacturing (Durable),Machine Operators & Inspectors,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1350
TRAIN_02617,54,0,High,Children or Armed Forces,52,Retail,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1225
TRAIN_02621,40,0,High,Choice Part-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1243
TRAIN_02623,29,0,,Choice Part-Time,50,Education,Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1042
TRAIN_02625,31,1,,Children or Armed Forces,52,Manufacturing (Non-durable),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_02626,34,1,,Children or Armed Forces,52,Medical (except Hospitals),Technicians & Support,White, All other,Divorced,Householder,Native,US,US,US,Single,836
TRAIN_02627,24,1,High,Children or Armed Forces,52,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_02628,30,1,,Children or Armed Forces,52,Business & Repair,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,900
TRAIN_02629,44,1,High,Choice Part-Time,52,Mining,Technicians & Support,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_02630,36,0,,Full-Time,49,Retail,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,800
TRAIN_02631,24,0,High,Children or Armed Forces,40,Business & Repair,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_02632,23,1,,Children or Armed Forces,45,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,300
TRAIN_02633,37,1,,Part-Time (Usually Full-Time),52,Retail,Sales,White, Central or South American,Married,Spouse of householder,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Married Filling Jointly both under 65 (MFJ),860
TRAIN_02634,53,1,High,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),730
TRAIN_02635,25,0,,Children or Armed Forces,52,Transportation,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_02636,37,1,,Full-Time,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,Unknown,Poland,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02637,48,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Householder,Native,US,US,US,Nonfiler,0
TRAIN_02638,31,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02639,41,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02640,25,1,,Children or Armed Forces,16,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02642,39,1,,Full-Time,17,Retail,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),550
TRAIN_02643,44,0,,Choice Part-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_02644,38,0,,Full-Time,52,Retail,Services,White, Mexican (Mexicano),Single,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Single,550
TRAIN_02645,35,1,High,Full-Time,52,Medical (except Hospitals),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02646,35,1,,Children or Armed Forces,20,Not in universe or children,Unknown,White, All other,Married,Child 18 or older,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02647,42,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Single,550
TRAIN_02648,36,1,,Children or Armed Forces,0,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),425
TRAIN_02649,19,1,,Children or Armed Forces,48,Education,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,800
TRAIN_02650,23,0,,Full-Time,26,Agriculture,Technicians & Support,White, All other,Single,Householder,Native,US,US,Germany,Single,0
TRAIN_02652,21,1,,Choice Part-Time,26,Education,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,425
TRAIN_02654,31,0,,Full-Time,52,Wholesale,Management,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),950
TRAIN_02655,43,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),425
TRAIN_02656,46,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1713
TRAIN_02657,32,0,,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1950
TRAIN_02659,42,1,,Full-Time,52,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),754
TRAIN_02662,54,0,Elementary(1-6),Children or Armed Forces,52,Personal Services (except Private Household),Services,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),600
TRAIN_02663,28,1,,Children or Armed Forces,14,Hospitals,Professional,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),China,China,China,Married Filling Jointly both under 65 (MFJ),1365
TRAIN_02664,47,0,,Children or Armed Forces,26,Transportation,Handlers/Cleaners,Asian/Pacific, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Philippines,Philippines,Philippines,Married Filling Jointly both under 65 (MFJ),979
TRAIN_02665,54,1,,Full-Time,52,Utilities & Sanitary,Protective Services,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1700
TRAIN_02666,36,0,High,Full-Time,52,Manufacturing (Durable),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1790
TRAIN_02667,57,0,High,Full-Time,48,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_02668,29,0,,Children or Armed Forces,52,Education,Management,White, All other,Single,Householder,Native (Born Abroad),Unknown,US,Unknown,Single,0
TRAIN_02669,33,1,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),England,England,England,Married Filling Jointly both under 65 (MFJ),750
TRAIN_02670,42,1,,Children or Armed Forces,52,Hospitals,Professional,White, Mexican-American,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2500
TRAIN_02671,23,0,High,Children or Armed Forces,52,Social Services,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),901
TRAIN_02672,63,0,High,Children or Armed Forces,52,Transportation,Handlers/Cleaners,Black, All other,Widowed,Nonrelative of householder,Native,US,US,US,Single,1968
TRAIN_02673,24,1,High,Full-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_02674,18,0,High,Children or Armed Forces,7,Business & Repair,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler,425
TRAIN_02675,18,0,High,Choice Part-Time,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,550
TRAIN_02676,25,0,High,Children or Armed Forces,52,Business & Repair,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02677,35,0,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Single,Householder,Native,US,Canada,Canada,Single,0
TRAIN_02678,51,0,,Children or Armed Forces,52,Public Administration,Management,White, Mexican (Mexicano),Married,Householder,Native,US,US,Mexico,Married Filling Jointly both under 65 (MFJ),1100
